Investigation.Type,Accident.Number,Event.Date,LOCATION,Latitude,Longitude,Injury.Severity,Aircraft.damage,Make,Model,Number.of.Engines,Engine.Type,Purpose.of.flight,Weather.Condition
Accident,CEN18FA126,2018-03-21,"PIERCE, NE",42.238611,-97.597222,Fatal(1),Substantial,Rans Inc,S-16 SHEKARI,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA111,2018-03-20,"CLATSKANIE, OR",46.155,123.2375,Non-Fatal,Substantial,Pflugradt,Kitfox,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA173,2018-03-20,"RAPID CITY, SD",43.973889,-102.903611,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA107,2018-03-18,"BROWNS VALLEY, CA",39.219723,-121.411389,Non-Fatal,Substantial,Cubcrafters Inc,CC11-160,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA176,2018-03-18,"ONTARIO, OR",44.0225,-117.014722,Non-Fatal,Substantial,American Champion Aircraft,7GCBC,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA170,2018-03-18,"VERNON, TX",34.225278,-99.283056,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA110,2018-03-17,"Punta Gorda, FL",26.971111,-81.960833,Non-Fatal,Destroyed,Besarick,SKYBOLT,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA169,2018-03-16,"MAMMOTH LAKES, CA",37.6225,-118.833056,Non-Fatal,Substantial,Cubcrafters Inc,CC11-160,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA111,2018-03-16,"SHELBURNE, VT",44.380556,-73.2275,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Aerial Observation,VMC
Accident,ERA18LA109B,2018-03-16,"PALATKA, FL",29.658333,-81.683611,Non-Fatal,Substantial,Cirrus Design Corp,SR22,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA109A,2018-03-16,"PALATKA, FL",29.658333,-81.683611,Non-Fatal,Substantial,Cirrus Design Corp,SR20,1.0,Reciprocating,Instructional,VMC
Accident,ERA18LA107,2018-03-15,"KEY WEST, FL",24.556111,-81.759444,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA197,2018-03-14,"CEDAR KEY, FL",29.134166,-83.050556,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA124,2018-03-14,"CLEBURNE, TX",32.415556,-97.384166,Non-Fatal,Substantial,White,THORPE T 18,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA162,2018-03-13,"PUNTA GORDA, FL",26.918334,-81.996666,Non-Fatal,Substantial,Aeropro Cz,EUROFOX LSA,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA103,2018-03-13,"ORLANDO, FL",28.289722,-81.436944,Non-Fatal,Substantial,Cessna,T210,1.0,Reciprocating,Flight Test,VMC
Accident,ERA18LA101,2018-03-13,"CHESAPEAKE, VA",36.665556,-76.320556,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA177,2018-03-12,"SNOHOMISH, WA",47.905,-122.102778,Non-Fatal,Substantial,Cessna,152,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA166,2018-03-12,"MADISON, SD",44.012778,-97.086666,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA161,2018-03-12,"GREEN VALLEY, AZ",31.909167,-111.120834,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA157,2018-03-12,"ROCKFORD, IL",42.195277,-89.097222,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA163,2018-03-11,"BEDFORD, MA",42.470278,-71.289722,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA158,2018-03-11,"ALTAMONT, NY",42.736944,-74.066111,Non-Fatal,Substantial,Johnson Gerald,CR-1,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA156,2018-03-11,"CEDAR RAPIDS, IA",41.886389,-91.706944,Non-Fatal,Substantial,Stinson,108,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA104,2018-03-11,"La Center, WA",45.830278,-122.6375,Fatal(1),Destroyed,Piper,PA 18-150,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA181,2018-03-10,"HILLSBORO, OR",45.5375,-122.946666,Non-Fatal,Substantial,Piper,PA22,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA155,2018-03-10,"MOUNT PLEASANT, MI",43.621667,-84.737222,Non-Fatal,Substantial,Learjet Inc,31,2.0,Turbo Jet,Business,VMC
Accident,CEN18LA119,2018-03-10,"ADDISON, TX",32.958889,-96.831667,Non-Fatal,Substantial,Czech Sport Aircraft As,PIPER SPORT,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA171,2018-03-09,"OSHKOSH, WI",43.984444,-88.556944,Non-Fatal,Substantial,Beech,76,2.0,Reciprocating,Instructional,VMC
Accident,GAA18CA165,2018-03-09,"ANACORTES, WA",48.498611,-122.6625,Non-Fatal,Substantial,Bellanca,1413,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA164,2018-03-09,"MOUNT VERNON, WA",48.470556,-122.421667,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA153,2018-03-08,"MANY, LA",31.546666,-93.490833,Non-Fatal,Substantial,American Champion Aircraft,8GCBC,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA152,2018-03-08,"BIG SPRING, TX",32.036666,-102.101667,Non-Fatal,Substantial,Piper,PA 32R,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA118,2018-03-08,"Temple, TX",31.0,97.0,Non-Fatal,Destroyed,Bereznak,Lancair Legacy,1.0,Reciprocating,Business,VMC
Accident,GAA18CA160,2018-03-07,"ENGLAND, AR",34.486666,-91.865556,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA151,2018-03-07,"LAKELAND, FL",27.988055,-82.019723,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA177,2018-03-07,"SINTON, TX",28.038611,-97.5425,Non-Fatal,Substantial,Cessna,150M,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA150,2018-03-06,"KENT, OH",41.1475,-81.415833,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA18LA098,2018-03-06,"CHURCHVILLE, MD",39.566945,-76.2025,Non-Fatal,Substantial,Cirrus Design Corp,SR20,1.0,Reciprocating,Personal,IMC
Accident,ERA18LA097,2018-03-06,"PALATKA, FL",29.659444,-81.669167,Non-Fatal,Substantial,Reilly Charles W,ESCAPADE,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA096,2018-03-06,"EDGEWATER, FL",28.986944,-80.925834,Non-Fatal,Substantial,Piper,PA 28,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA184,2018-03-04,"CAMAS, WA",45.35,-122.24,Non-Fatal,Substantial,Piper,PA32,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA204,2018-03-02,"VERO BEACH, FL",27.653889,-80.422778,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA113,2018-03-02,"DEPORT, TX",33.52,-95.337777,Non-Fatal,Substantial,Aero Commander,100-180,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA149,2018-03-01,"FERRIS, TX",32.301389,-96.372223,Non-Fatal,Substantial,Beech,B,2.0,Reciprocating,Ferry,VMC
Accident,ERA18LA102,2018-03-01,"PAMPANO BEACH, FL",26.248611,-80.118056,Non-Fatal,Substantial,Piper,PA 32-300,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA146,2018-02-28,"GATESVILE, TX",31.215833,-97.365556,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA145,2018-02-28,"MILTON-FREEWATER, OR",45.926945,-118.130834,Non-Fatal,Substantial,Piper,PA28R,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA114,2018-02-28,"ODESSA, TX",31.92,-102.39,Non-Fatal,Substantial,Beech,77,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA094,2018-02-28,"Ocean City, MD",38.288055,-75.091944,Fatal(2),Destroyed,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,ERA18FA092,2018-02-27,"GEORGETOWN, FL",29.430556,-81.676389,Fatal(2),Substantial,Quest Aircraft Company Llc,KODIAC 100,1.0,Turbo Prop,Personal,VMC
Accident,ERA18FA088,2018-02-26,"GREENWOOD, MS",33.506667,-90.27,Fatal(1),Substantial,Air Tractor Inc,AT-802,1.0,Turbo Prop,Aerial Application,VMC
Accident,GAA18CA154,2018-02-25,"NEWTOK, AK",60.938333,-164.640277,Non-Fatal,Substantial,Cessna,207,1.0,Reciprocating,Positioning,VMC
Accident,GAA18CA142,2018-02-25,"APOPKA, FL",28.706944,-81.581667,Non-Fatal,Substantial,Costruzioni Aeronautiche Tecna,ASTORE,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA087,2018-02-24,"BUNN, NC",35.926667,-78.248055,Non-Fatal,Substantial,Aero Commander,CALLAIR A 9,1.0,Reciprocating,Glider Tow,VMC
Accident,GAA18CA141,2018-02-23,"SHOW LOW, AZ",34.264444,-110.012778,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA18LA086,2018-02-23,"ZEPHRYHILLS, FL",28.228056,-82.156111,Non-Fatal,Substantial,Stearman,B75,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA095,2018-02-22,"Monticello, UT",37.781667,-109.173334,Fatal(4),Destroyed,Piper,PA32R,1.0,Reciprocating,Personal,UNK
Accident,WPR18FA093,2018-02-21,"SAN DIEGO, CA",32.818889,-117.123056,Fatal(1),Substantial,Cirrus Design Corp,SR22T,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA198B,2018-02-21,"BRUNSWICK, GA",31.155556,-81.390555,Non-Fatal,Substantial,Diamond Aircraft Ind Inc,DA 42,2.0,Reciprocating,Instructional,VMC
Accident,GAA18CA198A,2018-02-21,"BRUNSWICK, GA",31.155556,-81.390555,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA18FA084,2018-02-21,"Bonifay, FL",30.0,-85.0,Fatal(1),Destroyed,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA174,2018-02-20,"JACKSONVILLE, FL",30.336389,-81.514444,Non-Fatal,Substantial,Cessna,P210,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA092,2018-02-19,"OBYAN, MP",15.114722,145.716667,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Aerial Observation,VMC
Accident,WPR18FA091,2018-02-19,"Minden, NV",39.049722,-119.794166,Fatal(1),Destroyed,Piper,PA34,2.0,Reciprocating,Personal,VMC
Accident,GAA18CA144,2018-02-18,"ASHLAND, OH",40.903056,-82.255556,Non-Fatal,Substantial,Piper,PA 22,1.0,Reciprocating,Personal,VMC
Accident,CEN18FA101,2018-02-18,"Evanston, WY",41.288055,-110.981945,Fatal(2),Destroyed,Socata,TBM 700,1.0,Turbo Prop,Personal,IMC
Accident,GAA18CA139,2018-02-17,"MOUNT STERLING, KY",38.058611,-83.98,Non-Fatal,Substantial,Cessna,402,2.0,Reciprocating,Personal,IMC
Accident,GAA18CA136,2018-02-17,"BIG LAKE, AK",61.58,-150.41,Non-Fatal,Substantial,Cessna,180,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA117,2018-02-17,"LOS LUNAS, NM",34.761111,-106.745,Non-Fatal,Substantial,Black Donald,COZY III,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA148,2018-02-16,"LOCUST GROVE, GA",33.364722,-84.167778,Non-Fatal,Substantial,Harris Pierce,VELOCITY XL RG,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA135,2018-02-16,"BROOMFIELD, CO",39.908889,-105.117223,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA130,2018-02-13,"PHOENIX, AZ",33.688333,-112.0825,Non-Fatal,Substantial,Piper,PA 16,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA137,2018-02-12,"MONTAGUE, CA",41.781389,-122.468056,Non-Fatal,Substantial,Beech,C90,2.0,Turbo Prop,Instructional,VMC
Accident,ANC18FA024,2018-02-12,"Chuckanut, WA",48.655,-122.465278,Fatal(1),Destroyed,Mooney Aircraft Corp.,M20,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA089,2018-02-11,"SANTA MONICA, CA",34.0125,-118.453889,Non-Fatal,Substantial,Shanks V Roger,VARI EZE,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA088,2018-02-11,"AGUA DULCE, CA",34.463333,-118.303611,Fatal(4),Substantial,Hastings Thomas G,CIRRUS VK 30,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA235,2018-02-11,"STATESVILLE, NC",35.765,-80.954444,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA123,2018-02-11,"CARSON CITY, NV",39.192222,-119.731667,Non-Fatal,Substantial,Oliver Lawrence R,KITFOX IV 1200,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA132,2018-02-10,"CARSON CITY, NV",39.191111,-119.725834,Non-Fatal,Substantial,Cubcrafters Inc,CC11-160,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA128,2018-02-09,"KELLER, TX",32.966667,-97.275278,Non-Fatal,Substantial,Cessna,140,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA125,2018-02-09,"CARSON CITY, NV",39.192222,-119.7325,Non-Fatal,Substantial,Baker Victor R,KITFOX,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA182,2018-02-08,"VALKARIA, FL",27.961389,-80.559722,Non-Fatal,Substantial,Heinlein George,GH125,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA099,2018-02-08,"BATESVILLE, AR",35.726111,-91.6475,Non-Fatal,Substantial,Beech,35,1.0,Reciprocating,Business,VMC
Accident,CEN18LA095,2018-02-08,"TROY, MO",38.912222,-91.033334,Non-Fatal,Substantial,Henderson,THORP T 18,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA097,2018-02-07,"FARGO, ND",46.920556,-96.815833,Non-Fatal,Substantial,Piper,PA 24-260,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA084,2018-02-06,"SANTEE, CA",32.816667,-116.983334,Fatal(2),Substantial,Cessna,182T,1.0,Reciprocating,Personal,IMC
Accident,WPR18CA085,2018-02-06,"NEWPORT, OR",44.580278,-124.057778,Non-Fatal,Substantial,Mooney,M20J,1.0,Reciprocating,Personal,IMC
Accident,CEN18LA093,2018-02-06,"PATTERSON, LA",29.502222,-91.260556,Non-Fatal,Substantial,Piper,PA 34-220T,2.0,Reciprocating,Aerial Observation,VMC
Accident,GAA18CA121,2018-02-05,"METTER, GA",32.373889,-82.079723,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA119,2018-02-05,"JUNEAU, AK",58.373334,-134.051111,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA118,2018-02-05,"KERRVILLE, TX",29.976945,-99.089166,Non-Fatal,Substantial,Somerton David J,JA30 SUPERSTOL,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA083,2018-02-05,"CARRABELLE, FL",29.841944,-84.701111,Fatal(1),Substantial,Gregory Newman,SONEX TRAINER,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA134,2018-02-04,"GREAT BARRINGTON, MA",42.184444,-73.406667,Non-Fatal,Substantial,Cessna,T303,2.0,Reciprocating,Personal,VMC
Accident,GAA18CA124,2018-02-03,"EL DORADO, KS",37.87,-96.69,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA082,2018-02-02,"NORTH LAS VEGAS, NV",36.210556,-115.194444,Non-Fatal,Substantial,Beech,95,2.0,Reciprocating,Instructional,VMC
Accident,GAA18CA120,2018-02-02,"SANTA PAULA, CA",34.345555,-119.063056,Non-Fatal,Substantial,American Champion Aircraft,7GCBC,1.0,Reciprocating,Personal,VMC
Accident,ANC18FA022,2018-01-30,"HELENWOOD, TN",36.4025,-84.515278,Fatal(1),Substantial,Beech,35 A33,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA075,2018-01-29,"CONCORD, CA",38.001111,-121.988889,Fatal(1),Substantial,Cessna,152,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA074,2018-01-29,"BABYLON, NY",40.621389,-73.273334,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA18LA072,2018-01-29,"FARMINGTON, PA",39.791944,-79.478611,Non-Fatal,Substantial,Cessna,P210N,1.0,Reciprocating,Business,IMC
Accident,ERA18LA073,2018-01-27,"LAPINE, AL",31.0,-86.0,Non-Fatal,Substantial,Aero Commander,680 F,2.0,Reciprocating,Personal,VMC
Accident,ERA18LA071,2018-01-27,"MERIDEN, CT",41.52,-72.82,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Personal,VMC
Accident,CEN18FA088,2018-01-27,"Williamsport, IN",40.230556,-87.411111,Fatal(1),Destroyed,Cessna,172F,1.0,Reciprocating,Ferry,VMC
Accident,GAA18CA112,2018-01-26,"SILVER CITY, NM",32.755556,-108.209722,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA143,2018-01-24,"MCKINNEY, TX",33.180278,-96.588611,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA111,2018-01-24,"BOERNE, TX",29.723334,-98.694444,Non-Fatal,Substantial,Maule,M 6,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA085,2018-01-24,"OMAHA, NE",41.196111,-96.112222,Non-Fatal,Substantial,Quartz Mountain Aerospace,L-11E,1.0,Reciprocating,Instructional,VMC
Accident,CEN18FA083,2018-01-23,"SAUK CENTRE, MN",45.659722,-94.930278,Fatal(1),Substantial,Skwira Matthew J,W-10 TAILWIND,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA084,2018-01-22,"ABILENE, TX",32.448611,-99.733056,Non-Fatal,Substantial,Beech,A36,1.0,Reciprocating,Personal,VMC
Accident,ERA18FA064,2018-01-22,"Bonita Springs, FL",26.338611,-81.663611,Fatal(1),Destroyed,Vans Aircraft Inc,RV-12,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA067,2018-01-21,"MARTINSBURG, WV",39.402222,-77.983056,Non-Fatal,Substantial,Cessna,172RG,1.0,Reciprocating,Instructional,VMC
Accident,GAA18CA115,2018-01-21,"SUSSEX, NJ",41.200278,-74.623056,Non-Fatal,Destroyed,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,WPR18CA072,2018-01-20,"CLOVERDALE, CA",38.776111,-122.9925,Non-Fatal,Substantial,Cessna,172P,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA082,2018-01-20,"GRAND DETOUR, IL",41.895,-89.411389,Non-Fatal,Substantial,Matheny Larry E,CHRISTAVIA MK 1,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA086,2018-01-19,"HOUSTON, TX",29.607222,-95.158611,Non-Fatal,Substantial,Swearingen,SA227 TT,2.0,Turbo Prop,Executive/corporate,VMC
Accident,WPR18LA070,2018-01-17,"RENO, NV",39.499722,-119.768056,Non-Fatal,Substantial,Piper,PA 32-300,1.0,Reciprocating,Instructional,VMC
Accident,WPR18LA069,2018-01-17,"SKYFOREST, CA",34.233334,-117.170556,Non-Fatal,Substantial,Mooney,M20E,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA109,2018-01-16,"SCOTTSDALE, AZ",33.621111,-111.913333,Non-Fatal,Substantial,Beech,B60,2.0,Reciprocating,Personal,VMC
Accident,CEN18LA077,2018-01-15,"SANTA FE, NM",35.543055,-105.983056,Non-Fatal,Substantial,Bryk Steven L,VELOCITY XL RG,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA104,2018-01-14,"FRIDAY HARBOR, WA",48.522223,-123.024445,Non-Fatal,Substantial,Geldermann Bert E,LANCAIR LEGACY,1.0,Reciprocating,Personal,VMC
Accident,ANC18LA019,2018-01-14,"JUNEAU, AK",58.355556,-134.58,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA065,2018-01-13,"KAPOLEI, HI",21.307222,-158.070278,Non-Fatal,Substantial,Just,JA30 SUPERSTOL,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA108,2018-01-13,"ASTORIA, OR",46.161389,-123.640277,Non-Fatal,Substantial,Piper,J3L,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA103,2018-01-13,"DEATH VALLEY NATIONAL PARK, CA",36.463333,-116.880834,Non-Fatal,Substantial,Harrop Blake,RV 7,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA102,2018-01-13,"CORONA, CA",33.897777,-117.6025,Non-Fatal,Substantial,Piper,PA 28,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA076,2018-01-13,"LONGMONT, CO",40.168889,-105.172778,Non-Fatal,Substantial,Beech,K35,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA075,2018-01-13,"TISHOMINGO, OK",34.198611,-96.674445,Non-Fatal,Substantial,Piper,PA 28-236,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA106,2018-01-12,"LOWMAN, ID",44.1425,-115.314167,Non-Fatal,Substantial,Cessna,A185,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA101,2018-01-12,"WINNIMUCCA, NV",40.890555,-117.806667,Non-Fatal,Substantial,Cub Crafters Inc,CC18-180,1.0,Reciprocating,Ferry,VMC
Accident,GAA18CA100,2018-01-11,"AUBURN, NY",42.842777,-76.445277,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA099,2018-01-11,"SPANISH FORK, UT",40.145,-111.667778,Non-Fatal,Substantial,Cubcrafters Inc,CC11,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA073,2018-01-11,"WADSWORTH, OH",41.003056,-81.756389,Non-Fatal,Substantial,S.o.c.a.t.a.,MS893E,1.0,Reciprocating,Ferry,VMC
Accident,WPR18FA073,2018-01-11,"Elko, NV",40.231389,-115.533334,Fatal(1),Destroyed,Piper,PA 23-250,2.0,Reciprocating,Positioning,UNK
Accident,GAA18CA116,2018-01-10,"MEADVILLE, PA",41.626389,-80.214167,Non-Fatal,Substantial,Beech,B19,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA070,2018-01-06,"PONCA CITY, OK",36.731945,-97.099722,Non-Fatal,Substantial,Cessna,170,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA068,2018-01-04,"MONTROSE, CO",38.505556,-107.729445,Non-Fatal,Substantial,Barnes Steven D,STEVE BARNES RV 4,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA057,2018-01-02,"AURORA, OR",45.247222,-122.77,Non-Fatal,Substantial,Cessna,T210L,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA095,2018-01-01,"NAMPA, ID",43.611944,-116.504722,Non-Fatal,Substantial,Cessna,150,1.0,Reciprocating,Personal,VMC
Accident,ANC18LA018,2018-01-01,"LYNCHBURG, VA",37.378056,-79.121389,Non-Fatal,Substantial,Costruzioni Aeronautiche Tecna,P2006,2.0,Reciprocating,Instructional,VMC
Accident,WPR18LA058,2017-12-29,"SAN BERNARDINO, CA",34.091666,-117.247777,Non-Fatal,Substantial,Cessna,210,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA063,2017-12-29,"OGDEN, UT",41.33,-112.663611,Fatal(2),Substantial,Cessna,172M,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA094,2017-12-28,"SPEARFISH, SD",44.484722,-103.788055,Non-Fatal,Substantial,Piper,PA32,1.0,Turbo Prop,Personal,VMC
Accident,GAA18CA096,2017-12-27,"UPPER LAKE, CA",39.443055,-122.960278,Non-Fatal,Substantial,Aeropro Cz,EUROFOX,1.0,Reciprocating,Personal,VMC
Accident,WPR18CA059,2017-12-26,"SANTA ANA, CA",33.673056,-117.866667,Non-Fatal,Substantial,Cessna,182,1.0,Reciprocating,Personal,VMC
Accident,WPR18LA056,2017-12-25,"PERRIS, CA",33.789166,-117.369167,Non-Fatal,Substantial,Cessna,150L,1.0,Reciprocating,Personal,VMC
Accident,ERA18TA059,2017-12-24,"UNION MILLS, NC",35.490555,-82.058889,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA052,2017-12-24,"RIVERTON, WY",43.064167,-108.459722,Non-Fatal,Substantial,Piper,PA 28R-200,1.0,Reciprocating,Personal,VMC
Accident,CEN18FA061,2017-12-24,"Bartow, FL",27.946389,-81.773889,Fatal(5),Destroyed,Cessna,340,2.0,Reciprocating,Personal,IMC
Accident,WPR18LA055,2017-12-23,"NEWPORT, OR",44.578611,-124.062778,Non-Fatal,Substantial,Kelley Derrick/leza,AIRCAM,2.0,Reciprocating,Personal,VMC
Accident,CEN18FA060,2017-12-23,"OSKALOOSA, IA",41.344166,-92.662778,Fatal(1),Substantial,X-air Llc,XA85,1.0,Reciprocating,Personal,VMC
Accident,WPR18FA053,2017-12-21,"THOMPSON'S STATION, TN",35.819167,-87.046944,Fatal(1),Substantial,Browning Gregory S,ZODIAC 601XL,1.0,Reciprocating,Personal,IMC
Accident,GAA18CA097,2017-12-21,"MONROE, MI",41.943611,-83.432778,Non-Fatal,Substantial,Cessna,172,1.0,Reciprocating,Instructional,VMC
Accident,ERA18LA058,2017-12-21,"VENICE, FL",27.073889,-82.437222,Non-Fatal,Substantial,Mooney,M20K,1.0,Reciprocating,Personal,VMC
Accident,GAA18CA092,2017-12-20,"MANKATO, MN",44.2225,-93.917778,Non-Fatal,Substantial,Piper,PA28,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA071,2017-12-20,"ANGLETON, TX",29.108611,-95.461944,Non-Fatal,Substantial,Piper,PA 12,1.0,Reciprocating,Personal,VMC
Accident,CEN18LA059,2017-12-20,"LONGMONT, CO",40.165833,-105.166111,Non-Fatal,Substantial,American Champion Aircraft,7GCAA,1.0,Reciprocating,Instructional,VMC
Accident,ERA18FA056,2017-12-20,"Cross City, FL",29.777778,-83.225834,Fatal(1),Destroyed,Beech,G35,1.0,Reciprocating,Personal,IMC
Accident,GAA18CA091,2017-12-19,"PHOENIX, AZ",33.688333,-112.0825,Non-Fatal,Substantial,Aviat Aircraft Inc,A-1,1.0,Reciprocating,Personal,VMC
Accident,ERA18LA054,2017-12-19,"RIDGELAND, SC",32.493333,-80.991666,Non-Fatal,Substantial,Cessna,177,1.0,Reciprocating,Instructional,VMC
Accident,CEN18LA065,2017-12-19,"VERSAILLES, MO",38.428334,-92.875278,Non-Fatal,Substantial,Piper,PA-28-201T,1.0,Reciprocating,Personal,VMC
Accident,ANC18LA016,2017-12-19,"KNOXVILLE, TN",35.968334,-83.9,Non-Fatal,Substantial,Piper,PA 23-250,2.0,Reciprocating,Instructional,VMC
Accident,GAA18CA090,2017-12-18,"YENTNA, AK",61.731389,-150.672223,Non-Fatal,Substantial,Piper,PA22,1.0,Reciprocating,Personal,VMC
